Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
166,Liam Delap,eng ENG,FW,eng Chelsea,21,2003,6,4,305,3.4,1,1,2,1,0,0,2,0,0.3,0.3,0.59,0.3,0.59,Matches
167,Marky Delgado,us USA,MF,us LAFC,29,1995,3,3,254,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
168,Ousmane Dembélé,fr FRA,FW,fr Paris Saint-Germain,27,1997,4,2,198,2.2,2,1,3,2,0,0,1,0,0.91,0.45,1.36,0.91,1.36,Matches
169,Michael den Heijer,nz NZL,DF,nz Auckland City,28,1996,2,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
170,Nelson Deossa,co COL,MF,mx Monterrey,24,2000,4,3,303,3.4,1,0,1,1,0,0,0,0,0.3,0,0.3,0.3,0.3,Matches
171,Kiernan Dewsbury-Hall,eng ENG,MF,eng Chelsea,26,1998,5,1,153,1.7,1,0,1,1,0,0,0,0,0.59,0,0.59,0.59,0.59,Matches
172,Michele Di Gregorio,it ITA,GK,it Juventus,27,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
173,Lautaro Di Lollo,ar ARG,DF,ar Boca Juniors,20,2004,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
174,Ángel Di María,ar ARG,"MF,FW",pt Benfica,36,1988,4,4,372,4.1,4,0,4,0,4,4,0,0,0.97,0,0.97,0,0,Matches
175,Soumaïla Diabaté,ml MLI,MF,at RB Salzburg,20,2004,3,2,153,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Mamady Diambou,ml MLI,MF,at RB Salzburg,22,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
177,Rúben Dias,pt POR,DF,eng Manchester City,27,1997,3,2,227,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
178,Brahim Díaz,ma MAR,"FW,MF",es Real Madrid,25,1999,4,0,106,1.2,0,1,1,0,0,0,0,0,0,0.85,0.85,0,0.85,Matches
179,Paulo Díaz,cl CHI,DF,ar River Plate,30,1994,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
180,Aliou Dieng,ml MLI,"DF,MF",eg Al Ahly,27,1997,1,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Javairô Dilrosun,nl NED,FW,us LAFC,26,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Federico Dimarco,it ITA,MF,it Inter,27,1997,4,3,245,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
183,Jeremy Doku,be BEL,FW,eng Manchester City,22,2002,3,3,244,2.7,2,0,2,2,0,0,0,0,0.74,0,0.74,0.74,0.74,Matches
184,Alexei Dominguez,mx MEX,MF,mx Pachuca,20,2005,3,3,188,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
185,Gianluigi Donnarumma,it ITA,GK,fr Paris Saint-Germain,25,1999,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Nene Dorgeles,ml MLI,MF,at RB Salzburg,22,2002,3,3,254,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Thiago dos Santos,br BRA,DF,br Fluminense,35,1989,4,1,71,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
188,Désiré Doué,fr FRA,FW,fr Paris Saint-Germain,19,2005,7,7,545,6.1,1,0,1,1,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
189,Sebastián Driussi,ar ARG,FW,ar River Plate,28,1996,1,1,50,0.6,1,0,1,1,0,0,0,0,1.8,0,1.8,1.8,1.8,Matches
190,Denzel Dumfries,nl NED,MF,it Inter,28,1996,2,2,142,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
191,Julien Duranville,be BEL,FW,de Dortmund,18,2006,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
192,Jeremy Ebobisse,us USA,FW,us LAFC,27,1997,2,1,48,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
193,Claudio Echeverri,ar ARG,FW,eng Manchester City,19,2006,1,1,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches
194,Ederson,br BRA,GK,eng Manchester City,31,1993,3,3,300,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
195,Javier Eduardo López,mx MEX,MF,mx Pachuca,30,1994,1,0,31,0.3,0,1,1,0,0,0,0,0,0,2.9,2.9,0,2.9,Matches
196,Khalid Eisa,ae UAE,GK,ae Al Ain FC,35,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Matt Ellis,nz NZL,MF,nz Auckland City,23,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Erik,ae UAE,DF,ae Al Ain FC,23,2001,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
199,Francesco Esposito,it ITA,FW,it Inter,19,2005,2,1,127,1.4,1,1,2,1,0,0,0,0,0.71,0.71,1.42,0.71,1.42,Matches
200,Sebastiano Esposito,it ITA,FW,it Inter,22,2002,4,2,136,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Dario Essugo,pt POR,MF,eng Chelsea,19,2005,3,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
202,Stephen Eustáquio,ca CAN,MF,pt Porto,28,1996,3,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Lucas Evangelista,br BRA,MF,br Palmeiras,29,1995,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
204,Evertton,br BRA,MF,br Flamengo,21,2003,1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
205,Fábio,br BRA,GK,br Fluminense,44,1980,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
206,Maximiliano Falcón,uy URU,DF,us Inter Miami,27,1997,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Erick Farias,br BRA,FW,kr Ulsan HD,28,1997,3,3,259,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Hamdy Fathy,eg EGY,MF,eg Al Ahly,30,1994,3,3,185,2.1,0,1,1,0,0,0,1,0,0,0.49,0.49,0,0.49,Matches
209,Martim Fernandes,pt POR,DF,pt Porto,19,2006,3,2,177,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
210,Enzo Fernández,ar ARG,MF,eng Chelsea,24,2001,7,6,508,5.6,1,3,4,1,0,0,0,0,0.18,0.53,0.71,0.18,0.71,Matches
211,Ignacio Fernández,ar ARG,MF,ar River Plate,35,1990,3,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
212,Jesús Ferreira,us USA,"MF,FW",us Seattle Sounders,24,2000,3,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Jorge Figal,ar ARG,DF,ar Boca Juniors,30,1994,1,1,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
214,Iker Fimbres,mx MEX,MF,mx Monterrey,19,2005,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
215,Kodjo Fo-Doh Laba,tg TOG,FW,ae Al Ain FC,33,1992,3,2,221,2.5,1,0,1,0,1,1,0,0,0.41,0,0.41,0,0,Matches
216,Phil Foden,eng ENG,MF,eng Manchester City,24,2000,4,1,150,1.7,3,1,4,3,0,0,0,0,1.8,0.6,2.4,1.8,2.4,Matches
217,André Franco,pt POR,MF,pt Porto,26,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Ian Fray,jm JAM,DF,us Inter Miami,22,2002,2,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Stefan Frei,ch SUI,GK,us Seattle Sounders,38,1986,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Marlon Freitas,br BRA,MF,br Botafogo (RJ),29,1995,4,4,367,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Juan Freytes,ar ARG,DF,br Fluminense,25,2000,5,5,450,5,1,0,1,1,0,0,2,0,0.2,0,0.2,0.2,0.2,Matches
222,Bruno Fuchs,br BRA,DF,br Palmeiras,25,1999,3,2,283,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Gabriel Fuentes,co COL,"MF,DF",br Fluminense,27,1997,2,2,180,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
224,Eduardo Gabriel,br BRA,DF,mx Pachuca,28,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
225,Kouakou Gadou,fr FRA,DF,at RB Salzburg,18,2007,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Javi Galán,es ESP,DF,es Atlético Madrid,30,1994,3,3,241,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Conor Gallagher,eng ENG,MF,es Atlético Madrid,24,2000,3,1,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
228,Giuliano Galoppo,ar ARG,MF,ar River Plate,25,1999,2,1,115,1.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
229,Ganso,br BRA,MF,br Fluminense,35,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Fran Garcia,es ESP,"DF,MF",es Real Madrid,25,1999,6,6,540,6,1,1,2,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
231,Gonzalo García,es ESP,"FW,MF",es Real Madrid,20,2004,6,6,447,5,4,1,5,4,0,0,0,0,0.81,0.2,1.01,0.81,1.01,Matches
232,Gerard Garriga,es ESP,MF,nz Auckland City,31,1993,3,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Nathan Garrow,nz NZL,GK,nz Auckland City,20,2004,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Federico Gatti,it ITA,DF,it Juventus,26,1998,4,0,62,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
235,Tyrique George,eng ENG,FW,eng Chelsea,18,2006,2,0,50,0.6,1,0,1,1,0,0,0,0,1.8,0,1.8,1.8,1.8,Matches
236,Gerson,br BRA,MF,br Flamengo,27,1997,3,3,226,2.5,1,0,1,1,0,0,1,0,0.4,0,0.4,0.4,0.4,Matches
237,Khalid Al Ghannam,sa KSA,MF,sa Al-Hilal,24,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Agustín Giay,ar ARG,DF,br Palmeiras,21,2004,4,4,390,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
239,Milton Giménez,ar ARG,FW,ar Boca Juniors,28,1996,3,0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
240,Olivier Giroud,fr FRA,FW,us LAFC,38,1986,3,1,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
241,Jamie Gittens,eng ENG,MF,de Dortmund,20,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Oscar Gloukh,il ISR,MF,at RB Salzburg,20,2004,3,3,232,2.6,1,0,1,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
243,Serge Gnabry,de GER,"MF,FW",de Bayern Munich,29,1995,5,3,262,2.9,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
244,William Gomes,br BRA,MF,pt Porto,18,2006,2,1,85,0.9,1,0,1,1,0,0,0,0,1.06,0,1.06,1.06,1.06,Matches
245,Gustavo Gómez,py PAR,DF,br Palmeiras,31,1993,4,4,385,4.3,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
246,Bryan González,mx MEX,DF,mx Pachuca,21,2003,3,2,214,2.4,1,0,1,1,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
247,Nicolás González,es ESP,MF,eng Manchester City,23,2002,1,1,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
248,Nicolás González,ar ARG,MF,it Juventus,26,1998,3,1,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
249,Leon Goretzka,de GER,MF,de Bayern Munich,29,1995,3,2,125,1.4,1,0,1,1,0,0,1,0,0.72,0,0.72,0.72,0.72,Matches
250,Tiago Gouveia,pt POR,MF,pt Benfica,23,2001,3,0,60,0.7,0,1,1,0,0,0,2,0,0,1.5,1.5,0,1.5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Nejc Gradišar,si SVN,FW,eg Al Ahly,22,2002,3,0,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Christian Gray,nz NZL,DF,nz Auckland City,28,1996,2,1,102,1.1,1,0,1,1,0,0,0,0,0.88,0,0.88,0.88,0.88,Matches
253,Gregore,br BRA,MF,br Botafogo (RJ),30,1994,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
254,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,33,1991,3,1,160,1.8,1,0,1,1,0,0,0,0,0.56,0,0.56,0.56,0.56,Matches
255,Pascal Groß,de GER,MF,de Dortmund,33,1991,5,5,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
256,Khalil Guenichi,tn TUN,MF,tn Espérance Tunis,22,2002,3,3,235,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Raphaël Guerreiro,pt POR,DF,de Bayern Munich,31,1993,4,3,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Guga,br BRA,"MF,DF",br Fluminense,26,1998,3,2,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Serhou Guirassy,gn GUI,FW,de Dortmund,28,1996,5,5,436,4.8,4,0,4,3,1,1,1,0,0.83,0,0.83,0.62,0.62,Matches
260,Marc Guiu,es ESP,FW,eng Chelsea,19,2006,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
261,Deniz Gül,tr TUR,FW,pt Porto,20,2004,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Arda Güler,tr TUR,MF,es Real Madrid,19,2005,6,5,419,4.7,1,2,3,1,0,0,0,0,0.21,0.43,0.64,0.21,0.64,Matches
263,İlkay Gündoğan,de GER,MF,eng Manchester City,34,1990,4,2,189,2.1,2,1,3,2,0,0,0,0,0.95,0.48,1.43,0.95,1.43,Matches
264,Samuel Gustafson,se SWE,MF,jp Urawa Reds,30,1995,3,3,217,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
265,Malo Gusto,fr FRA,DF,eng Chelsea,21,2003,7,5,504,5.6,0,1,1,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
266,Víctor Guzmán,mx MEX,MF,mx Pachuca,29,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
267,Víctor Guzmán,mx MEX,DF,mx Monterrey,22,2002,3,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
268,Joško Gvardiol,hr CRO,DF,eng Manchester City,23,2002,2,2,125,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
269,Erling Haaland,no NOR,FW,eng Manchester City,24,2000,4,2,256,2.8,3,1,4,2,1,1,0,0,1.05,0.35,1.41,0.7,1.05,Matches
270,Achraf Hakimi,ma MAR,DF,fr Paris Saint-Germain,26,1998,7,7,591,6.6,2,2,4,2,0,0,0,0,0.3,0.3,0.61,0.3,0.61,Matches
271,Abderrazak Hamdallah,ma MAR,FW,sa Al-Hilal,34,1990,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
272,Mohamed Amine Ben Hamida,tn TUN,DF,tn Espérance Tunis,29,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Mohamed Hany,eg EGY,DF,eg Al Ahly,29,1996,3,3,270,3,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
274,Genki Haraguchi,jp JPN,"FW,MF",jp Urawa Reds,33,1991,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Moteb Al-Harbi,sa KSA,DF,sa Al-Hilal,24,2000,5,2,199,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Jamal Harkass,ma MAR,DF,ma Wydad AC,29,1995,2,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Bruno Henrique,br BRA,"FW,MF",br Flamengo,34,1990,4,0,114,1.3,1,1,2,1,0,0,1,0,0.79,0.79,1.58,0.79,1.58,Matches
278,Luis Henrique,br BRA,MF,it Inter,23,2001,3,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Hércules,br BRA,MF,br Fluminense,24,2000,6,4,392,4.4,2,0,2,2,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
280,Illian Hernandez,mx MEX,FW,mx Pachuca,24,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
281,Lucas Hernández,fr FRA,DF,fr Paris Saint-Germain,28,1996,4,1,97,1.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
282,Ander Herrera,es ESP,MF,ar Boca Juniors,35,1989,1,1,19,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
283,Ryan Hollingshead,us USA,"DF,MF",us LAFC,33,1991,3,3,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Santiago Homenchenko,uy URU,MF,mx Pachuca,21,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
285,El Houssine Rahimi,ma MAR,FW,ae Al Ain FC,22,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Lee Huigyun,kr KOR,"FW,MF",kr Ulsan HD,26,1998,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Dean Huijsen,es ESP,DF,es Real Madrid,19,2005,5,5,449,5,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
288,Avilés Hurtado,co COL,"FW,MF",mx Pachuca,37,1987,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Jo Hyeon-woo,kr KOR,GK,kr Ulsan HD,33,1991,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Marius Høibråten,no NOR,DF,jp Urawa Reds,30,1995,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Yasser Ibrahim,eg EGY,DF,eg Al Ahly,31,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
292,Ignácio,br BRA,DF,br Fluminense,28,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Igor,br BRA,MF,us LAFC,21,2003,3,3,260,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
294,Mario Ilich,nz NZL,MF,nz Auckland City,29,1995,3,3,239,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
295,Hirokazu Ishihara,jp JPN,DF,jp Urawa Reds,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
296,Nicolas Jackson,sn SEN,FW,eng Chelsea,23,2001,3,1,98,1.1,0,1,1,0,0,0,0,1,0,0.92,0.92,0,0.92,Matches
297,Lee Jaeik,kr KOR,DF,kr Ulsan HD,25,1999,2,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Reece James,eng ENG,"MF,DF",eng Chelsea,25,1999,5,4,286,3.2,1,0,1,1,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
299,Adis Jasic,at AUT,DF,ae Al Ain FC,21,2003,3,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
300,Chiheb Jebali,tn TUN,MF,tn Espérance Tunis,28,1996,2,1,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Achref Jebri,tn TUN,FW,tn Espérance Tunis,23,2001,3,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
302,Hamza Jelassi,tn TUN,DF,tn Espérance Tunis,33,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Igor Jesus,br BRA,FW,br Botafogo (RJ),23,2001,4,4,385,4.3,2,0,2,2,0,0,0,0,0.47,0,0.47,0.47,0.47,Matches
304,Lee Jin-hyun,kr KOR,MF,kr Ulsan HD,27,1997,3,2,198,2.2,1,1,2,1,0,0,0,0,0.45,0.45,0.91,0.45,0.91,Matches
305,João Pedro,br BRA,FW,eng Chelsea,23,2001,3,2,162,1.8,3,0,3,3,0,0,0,0,1.67,0,1.67,1.67,1.67,Matches
306,John,br BRA,GK,br Botafogo (RJ),28,1996,4,4,390,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
307,Jorginho,it ITA,MF,br Flamengo,33,1991,4,3,252,2.8,1,2,3,0,1,1,0,0,0.36,0.71,1.07,0,0.71,Matches
308,Juninho,br BRA,"FW,MF",br Flamengo,28,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
309,Vinicius Júnior,br BRA,"FW,MF",es Real Madrid,24,2000,6,6,451,5,1,1,2,1,0,0,1,0,0.2,0.2,0.4,0.2,0.4,Matches
310,Sebastián Jurado,mx MEX,GK,mx Pachuca,27,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
311,Musab Al Juwayr,sa KSA,MF,sa Al-Hilal,21,2003,5,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Filip Jørgensen,dk DEN,GK,eng Chelsea,22,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
313,Kaku,py PAR,MF,ae Al Ain FC,30,1995,3,2,169,1.9,1,0,1,1,0,0,0,0,0.53,0,0.53,0.53,0.53,Matches
314,Pierre Kalulu,fr FRA,DF,it Juventus,24,2000,4,4,360,4,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
315,Omar Kamal,eg EGY,MF,eg Al Ahly,31,1993,1,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
316,Harry Kane,eng ENG,FW,de Bayern Munich,31,1993,5,4,374,4.2,3,1,4,3,0,0,1,0,0.72,0.24,0.96,0.72,0.96,Matches
317,Takuro Kaneko,jp JPN,MF,jp Urawa Reds,27,1997,3,3,179,2,0,1,1,0,0,0,0,0,0,0.5,0.5,0,0.5,Matches
318,Lee Kang-in,kr KOR,"FW,MF",fr Paris Saint-Germain,23,2001,4,0,64,0.7,1,0,1,0,1,1,0,0,1.41,0,1.41,0,0,Matches
319,Mohamed Kanno,sa KSA,MF,sa Al-Hilal,30,1994,5,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Abdoul Karim Traoré,ml MLI,"MF,DF",ae Al Ain FC,20,2005,3,3,270,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
321,Lennart Karl,de GER,MF,de Bayern Munich,16,2008,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Kim Kee-hee,kr KOR,DF,us Seattle Sounders,35,1989,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Grant Kekana,za RSA,DF,za Mamelodi Sundowns,32,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Lloyd Kelly,eng ENG,DF,it Juventus,26,1998,4,4,328,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
325,Kenedy,br BRA,MF,mx Pachuca,28,1996,3,3,197,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,John Kennedy,br BRA,FW,mx Pachuca,22,2002,2,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
327,Keno,br BRA,"FW,MF",br Fluminense,35,1989,3,0,92,1,1,0,1,1,0,0,1,0,0.98,0,0.98,0.98,0.98,Matches
328,Ryan Kent,eng ENG,MF,us Seattle Sounders,28,1996,3,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
329,Abdukodir Khusanov,uz UZB,DF,eng Manchester City,20,2004,1,1,60,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
330,Angus Kilkolly,nz NZL,FW,nz Auckland City,28,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Joshua Kimmich,de GER,MF,de Bayern Munich,29,1995,5,4,405,4.5,0,1,1,0,0,0,1,0,0,0.22,0.22,0,0.22,Matches
332,Sota Kitano,jp JPN,MF,at RB Salzburg,20,2004,1,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
333,Maurits Kjærgaard,dk DEN,MF,at RB Salzburg,21,2003,2,0,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
334,Gregor Kobel,ch SUI,GK,de Dortmund,27,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
335,Orkun Kökçü,tr TUR,MF,pt Benfica,24,2000,4,2,210,2.3,0,2,2,0,0,0,2,0,0,0.86,0.86,0,0.86,Matches
336,Koke,es ESP,MF,es Atlético Madrid,33,1992,3,1,140,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
337,Randal Kolo Muani,fr FRA,FW,it Juventus,26,1998,3,3,232,2.6,2,1,3,2,0,0,0,0,0.78,0.39,1.16,0.78,1.16,Matches
338,Abdramane Konaté,ci CIV,MF,tn Espérance Tunis,18,2006,3,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Teun Koopmeiners,nl NED,MF,it Juventus,26,1998,4,1,151,1.7,1,0,1,1,0,0,0,0,0.6,0,0.6,0.6,0.6,Matches
340,Filip Kostić,rs SRB,MF,it Juventus,32,1992,2,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
